Myanmar,English
တက္ကသိုလ်ပြီးရင် ချက်ချင်း အလုပ်လုပ်မယ်။,I will work as soon as I graduate university
အလုပ်များလို့ လျှောက်လည်ဖို့ အချိန်မရဘူး။,I am busy with work so I dont have time to go out
ဟို မျက်မှန်တပ်ထားတဲ့လူက မစ္စတာမဆုအိပါ။,The person wearing glasses is Mr Matsui
မနေ့က ဘူတာရှေ့မှာ စားသောက်ဆိုင်သစ်တစ်ဆိုင် ဖွင့်ထားတာ တွေ့လိုက်တယ်။,A new restaurant was built in front of the station yesterday
မနေ့က ကျွန်တော် မစ္စတာယာမာဒါဆီက ယန်းတစ်ထောင် ချေးလိုက်တယ်။,I borrowed one thousand yen from Mr Yamada yesterday
ဒီနေ့ ဘာလ ဘာရက်လဲ။,Whats the date today
မစ္စတာခိမုရကို ခရီးသွားတုန်းကဓာတ်ပုံ ပြလိုက်တယ်။,I showed vacation pictures to Mr Kimura
ကျွန်တော် အမြဲတမ်း အိပ်ရာမှာ အိပ်တယ်။,I always sleep in my bed
ကျွန်တော် နိုင်ငံခြားသားတွေကို ဂျပန်စာ သင်ပေးနေတယ်။,I teach Japanese to foreigners
မုန့်ကို တစ်ခုတည်းပဲ စားတယ်။,I ate only one snack
ဒီအခန်းထဲကို ဝင်လို့မဖြစ်ဘူး။,You cannot go into this room
ကျွန်တော် နွေရာသီပိတ်ရက်မှာ တင်းနစ်ရိုက်လိုက် ရေကူးလိုက် လုပ်တယ်။,I played tennis and swam during summer vacation
ကျွန်တော် ခရီးအပြန်လက်ဆောင် ရှစ်ခု ဝယ်ရမယ်။,I need to buy eight souvenirs
စနေတနင်္ဂနွေမှာ သူငယ်ချင်းနဲ့ တောင်တက်မယ်။,I will climb the mountain with my friend on the weekend
ဘောပင်နဲ့ စာရေးတယ်။,I write with a pen
အိတ် အကြီးကြီး သုံးရတာ အဆင်ပြေတယ်။,Big bags are convenient
ဒီစာရွက်ပေါ်မှာ မေးခွန်းရဲ့ အဖြေကို ရေးမယ်။,We write our answers on this paper
အိတ်ထဲမှာ မှတ်စုစာအုပ် ရှိတယ်။,There is a notebook in the bag
ဂျပန်ရဲ့ ရုပ်ရှင်ကားဟောင်းပါ။,Its an old Japanese film
စာသင်ချိန်အတွင်း ဆရာက တပည့်ကို မေးခွန်းမေးတယ်။,The teacher asked the students questions during class
မစ္စတာတာနာခါက အမြဲတမ်း အလုပ်များတဲ့ပုံပဲ။,Mr Tanaka always seems busy
ညီမလေးက ပန်းချီ တော်တယ်။,My little sister is good at drawing pictures
မစ္စတာယာမာဒါရဲ့ အဖေက ဆရာဝန်ပါ။,Mr Yamadas father is a doctor
ကျွန်တော် ကော်ဖီထဲကို နို့ အများကြီး ထည့်တယ်။,I put a lot of milk in my coffee
မစ္စတာယာမာဒါက စိတ်ဝင်စားဖို့ကောင်းတဲ့လူပဲ။,Mr Yamada is a funny person
ကိတ်မုန့်ကို ဓားနဲ့ လေးပိုင်း ပိုင်းတယ်။,I cut the cake into four pieces using a knife
အိမ်နားက လေဆိပ်အသစ်ကြီး ဆောက်ပြီးသွားပြီ။,There is a new airport near here
ဒီနေ့ရာသီဥတု အရမ်း သာယာတယ်။,The weather today is very nice
ပန်းကန်ပြားအသစ်ကို သုံးမယ်။,I will use a new plate
သူငယ်ချင်းကို မစ္စတာခိမုရရဲ့ ဖုန်းနံပါတ် ပေးလိုက်တယ်။,I gave Mr Kimuras telephone number to my friend
အဲဒီတောင်မှာ တိရစ္ဆာန်တွေ အများကြီး ရှိတယ်။,There are a lot of animals in that mountain
ဒီရွာက တိတ်ဆိတ်ပြီး သာယာတယ်။,This village is quiet and beautiful
မစ္စတာယာမာဒါက မီတာ တစ်ရာ ရေကူးနိုင်တယ်။,Mr Yamada can swim  metres
နောက်အပတ် အစ်မ မင်္ဂလာဆောင်မယ်။,Next week is my sisters wedding
လာမယ့်နှစ်မှာ ကျွန်တော့်ညီမ တက္ကသိုလ်တက်မယ်။,My sister will enter university next year
လူတွေ အများကြီး သေကုန်တယ်။,A lot of people died
ကျွန်တော် ကော်ဖီထက် လက်ဖက်ရည်ကို ပိုကြိုက်တယ်။,I like coffee more than tea
အဖေက ကျောင်းဆရာပါ။,My father is a teacher
ကြာသပတေးနေ့နေ့လယ်ပိုင်းကျရင် ဘဏ်မှာ ငွေသွားသွင်းမယ်။,I will go to the bank and transfer some money on Thursday afternoon
ကျွန်တော် မနက်ဖန် ဘူတာမှာ သူငယ်ချင်းနဲ့ တွေ့ပြီး သူနဲ့အတူ ဂီတပွဲ သွားမယ်။,Tomorrow I will go to the station to meet my friend and we will go to a concert together
ညဆို အေးလို့ အပြင်ထွက်ရင် ကုတ်အင်္ကျီ ယူသွားတယ်။,It will be cold at night so I will bring a jacket with me when I go out
အဲဒီကပင်လယ်က အရမ်း လှတယ်။,The sea over there is very pretty
မစ္စတာခိမုရက ကျောင်းသား ဖြစ်ပြီး မစ္စတာတာနာခါကတော့ ကုမ္ပဏီဝန်ထမ်း ဖြစ်ပါတယ်။,Ms Kimura is a student but Mr Tanaka is an office worker
မနက်တိုင်း နွားနို့ အေးအေး တစ်ခွက် သောက်တယ်။,I drink one cold glass of milk every morning
မစ္စတာတာနာခါ ဘယ်မှာ ရှိသလဲ။,Where is Mr Tanaka
မစ္စတာယာမာဒါ ဘယ်ဟာ စားချင်ပါသလဲ။,Which one do you want to eat Mr Yamada
ဟိုနားကဆေးရုံက ဗုဒ္ဓဟူးနေ့နဲ့ တနင်္ဂနွေနေ့ ပိတ်တယ်။,That hospital is closed on Wednesdays and Sundays
စာအုပ်ဆိုင်မှာ မဂ္ဂဇင်းကို ဝယ်တယ်။,I bought a magazine at the bookstore
ည အရမ်း မိုးချုပ်ပြီမို့ တစ်ယောက်တည်း ပြန်ရမှာ အန္တရာယ်များတယ်။,It is dangerous to go home by yourself because it is already late
ဒီစာကြောင်းက တိုလို့ ဖတ်ရလွယ်တယ်။,This sentence is short so it is easy to read
အားလုံး အတူတူ သီချင်းဆိုမယ်။,We all sing songs together
ရှေ့ကအကွေ့ ရောက်ရင် ညာဘက်ကို ချိုးမယ်။,We turn right at the next corner
ကျွန်တော် မနေ့က တက္ကသိုလ်ကို သွားတယ်။,I went to university yesterday
အေး၊ ကြိုက်ပါတယ်။,Yes I like it
မစ္စတာလီ ဘယ်သောက်စရာ သောက်မလဲ။,Mr Lee which drink would you like
ငါးလ သုံးရက်ကနေ ငါးလ ငါးရက်နေ့အထိ ကျောင်းတွေ ရုံးတွေ ပိတ်တယ်။,There is no school or work from the third of March until the fifth of May
ဂျပန်စာ လေ့လာရတာ ပျော်တယ်။,Studying Japanese is fun
ကျွန်တော် အမြဲတမ်း ဒီစူပါမားကက်မှာ ဈေးဝယ်တယ်။,I always shop at this supermarket
ဟိုဘက်ကအဆောက်အအုံက ခုနစ်ရာကိုးဆယ့်လေးနှစ်က ဆောက်ထားတာ။,That building was built in
မနက်က တီဗွီသတင်း ကြည့်ခဲ့တယ်။,I watched the news on TV this morning
ကျောင်းဆင်းတော့ သူငယ်ချင်းနဲ့ ကော်ဖီဆိုင်မှာ လက်ဖက်ရည် သောက်တယ်။,I went to a coffee shop and had tea with my friend after school
အတော်ပဲ၊ အခု ညစာစားနေတုန်း။,Im eating dinner right now
ခန်းဂျီးကို မှတ်မိအောင် ဘယ်လို လုပ်ရမလဲ။,How can you memorize kanji
ဆောင်းတွင်းဆို ချမ်းလို့ အနွေးစက် ဖွင့်တယ်။,It is cold in the winter so I will turn on the heater
နှင်းကျလည်း ကျောင်းသွားတယ်။,Even if it snows I will still go to school
အမှောင်ထဲမှာ စာကြည့်တာမျိုး ရှောင်သင့်တယ်။,You should stop reading books where it is dark
မနက်ဖန် အတူတူ ဈေးသွားဝယ်ရအောင်လား။,A Would you like to go shopping with me tomorrow
မနက်ဖန် မစ္စတာလီဆီ ဖုန်းဆက်မယ်။,I will call Mr Lee tomorrow
ဒီလောက်လောက် မည်းတဲ့ ပိုက်ဆံအိတ်ကို ရှာနေတယ်။,I am looking for a black wallet like this
စူပါမားကက်ထက်စာရင် ကုန်စိမ်းဆိုင်က ဈေးချိုတယ်။,Vegetable shops are cheaper than supermarkets
ဘယ်လိုလုပ် ကျွန်တော့်ဖုန်းနံပါတ် သိသွားတာလဲ။,How did you know my number
ဒီမှာ စာဖတ်လို့ရတယ်။,We can study here
မစ္စတာတာနာခါ ဆယ်နာရီဝန်းကျင်လောက် ဘူတာကို ရောက်မယ်။,Mr Tanaka will arrive at the station at about
ကျွန်တော် ကလေးဘတုန်းက အဲဒီပန်းခြံမှာ အမြဲ ကစားတယ်။,When I was a child I often played at that park
အမြဲတမ်း မအိပ်ခင် သွားတိုက်တယ်။,Before I go to sleep I brush my teeth
ဒါရယ် အဲဒါရယ် လိုချင်ပါတယ်။,I want this and that
အမြဲတမ်း ဒီခဲတံချည်းပဲ သုံးနေလို့ တိုတောင်တိုသွားပြီ။,Because I always use this pencil it has become short
ငှက် ရေသောက်နေတယ်။,The bird is drinking water
အလုပ်များလို့ နေ့လယ်စာ မစားလိုက်ရဘူး။,I was busy so I couldnt eat lunch
အခု ငါးနာရီ ထိုးပြီ။,It is five oclock now
မနက်ဖန် အတန်းမှာ စာစီစာကုံး ရေးရမှာမို့လို့ အဘိဓာန် လိုတယ်။,I need a dictionary because we will be writing an essay in class tomorrow
မစ္စတာတာနာခါက အစိမ်းရောင်နက်ကတိုင်ကို စည်းထားတယ်။,Mr Tanaka has a green tie on
ကဲ၊ အတန်းစလိုက်ကြစို့။,Now lets start class
မစ္စတာခိမုရက မုန့်ကို ခုနစ်ခု လုပ်ခဲ့တယ်။,Ms Kimura made seven snacks
